"ID","ReputationIndex","ReputationRaceMask_1","ReputationRaceMask_2","ReputationRaceMask_3","ReputationRaceMask_4","ReputationClassMask_1","ReputationClassMask_2","ReputationClassMask_3","ReputationClassMask_4","ReputationBase_1","ReputationBase_2","ReputationBase_3","ReputationBase_4","ReputationFlags_1","ReputationFlags_2","ReputationFlags_3","ReputationFlags_4","ParentFactionID","ParentFactionMod_1","ParentFactionMod_2","ParentFactionCap_1","ParentFactionCap_2","Name_Lang_enUS","Name_Lang_enGB","Name_Lang_koKR","Name_Lang_frFR","Name_Lang_deDE","Name_Lang_enCN","Name_Lang_zhCN","Name_Lang_enTW","Name_Lang_zhTW","Name_Lang_esES","Name_Lang_esMX","Name_Lang_ruRU","Name_Lang_ptPT","Name_Lang_ptBR","Name_Lang_itIT","Name_Lang_Unk","Name_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask"
"471","8","1097","690","4","0","0","0","0","0","150","-42000","500","0","20","22","4","0","0","1","1","5","5","Wildhammer Clan","와일드해머 드워프","Clan Marteau-hardi","Wildhammerklan","蛮锤部族","","Clan Martillo Salvaje","Clan Martillo Salvaje","Неистовый Молот","","","","","","","","16712190","Though not a part of the Alliance, the dwarves of Aerie Peak have opened their doors to it and hold the Horde as enemies.","맹금의 봉우리에 살고 있는 와일드해머 드워프들은 비록 얼라이언스의 일원은 아니지만 얼라이언스와 협력 관계를 유지하고 있으며 호드와는 적대 관계입니다.","Même s’ils n’appartiennent pas à l’Alliance, les nains du Nid-de-l’Aigle lui ont ouvert leurs portes et considèrent les peuples de la Horde comme des ennemis.","Obgleich sie der Allianz nicht","尽管并非是联盟的一份子，但鹰巢山的矮人还是将联盟视为他们的朋","","A pesar de no formar parte de la Alianza, los enanos de Pico Nidal les han abierto sus puertas y consideran a la Horda como el enemigo.","A pesar de no formar parte de la Alianza, los enanos de Pico Nidal les han abierto sus puertas y consideran a la Horda como el enemigo.","Дворфы Заоблачного пика не входят в Альянс, но всегда помогают его членам и воюют с Ордой.","","","","","","","","16712190"
"489","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Goblin, Dark Iron Bar Patron","고블린 - 검은무쇠 주점 손님","Gobelin, client du bar sombrefer","Goblin, Dunkeleisen ","Goblin, Dark Iron Ba","","Goblin, Dueño de bar Hierro Negro","Goblin, Dueño de bar Hierro Negro","Гоблин: завсегдатай бара Черного Железа","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"509","53","1101","690","0","0","0","0","0","0","0","-42000","0","0","16","2","0","0","891","0","0","5","5","The League of Arathor","아라소르 연맹","La Ligue d'Arathor","Der Bund von Arathor","阿拉索联军","","Liga de Arathor","Liga de Arathor","Лига Аратора","","","","","","","","16712190","The League of Arathor seeks to reclaim the lost land of Arathi Basin for their benefactors in Stormwind.","스톰윈드의 후원을 받고 있는 아라소르 연맹은 아라시 분지의 잃어버린 땅을 되찾기 위해 투쟁하고 있습니다.","La Ligue d’Arathor tente de récupérer les terres perdues du bassin d’Arathi pour le compte de ses bienfaiteurs de Hurlevent.","Der Bund von Arathor will die ","阿拉索联军正试图为暴风城夺回阿拉希盆地。","","La Liga de Arathor persigue reclamar las tierras perdidas de Arathi para sus benefactores en Ventormenta.","La Liga de Arathor persigue reclamar las tierras perdidas de Arathi para sus benefactores en Ventormenta.","Цель Лиги Аратора – вернуть Низину Арати своим благодетелям из Штормграда.","","","","","","","","16712190"
"510","52","690","1101","0","0","0","0","0","0","0","-42000","0","0","16","2","0","0","892","0","0","5","5","The Defilers","포세이큰 파멸단","Les Profanateurs","Die Entweihten","污染者","","Los Rapiñadores","Los Rapiñadores","Осквернители","","","","","","","","16712190","The Defilers seek to claim Arathi Basin's valuable resources for the Horde.","포세이큰 파멸단은 호드를 위해 아라소르 분지에 있는 귀중한 자원을 차지하기 위한 투쟁을 벌이고 있습니다.","Les Profanateurs cherchent à s’emparer des ressources inestimables du bassin d’Arathi au profit de la Horde.","Die Entweihten wollen die wert","污染者试图为部落夺取阿拉希盆地的重要资源。","","Los Rapiñadores buscan hacerse con el control de los valiosos recursos de Arathi para el beneficio de la Horda.","Los Rapiñadores buscan hacerse con el control de los valiosos recursos de Arathi para el beneficio de la Horda.","Осквернители ведут борьбу за то, чтобы богатства Низины Арати достались Орде.","","","","","","","","16712190"
"511","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Giant","거인","Géant","Riese","巨人","","Gigante","Gigante","Великан","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"529","13","1791","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","1118","0","0","5","5","Argent Dawn","은빛 여명회","Aube d'argent","Argentumdämmerung","银色黎明","","El Alba Argenta","El Alba Argenta","Серебряный Рассвет","","","","","","","","16712190","An organization focused on protecting Azeroth from the threat of the Scourge.  Strongholds of the Argent Dawn can be found in the Eastern and Western Plaguelands.","스컬지의 위협에서 아제로스를 지켜내고자 결성된 단체입니다. 은빛 여명회의 주요 거점은 동부 및 서부 역병지대에 위치하고 있습니다.","Cette organisation s’est vouée à protéger Azeroth contre la menace du Fléau. On trouve ses forteresses dans les Maleterres de l’est et de l’ouest.","Eine Organisation, die es sich","一个致力于从亡灵天灾军团的威胁下拯救艾泽拉斯世界的组织。银色","","Una organización centrada en proteger Azeroth de la amenaza de la Plaga. Las fortalezas de El Alba Argenta se encuentran en las Tierras de la Peste del Este y del Oeste.","Una organización centrada en proteger Azeroth de la amenaza de la Plaga. Las fortalezas de El Alba Argenta se encuentran en las Tierras de la Peste del Este y del Oeste.","Организация, созданная для защиты Азерота от Плети. Крепости Серебряного Рассвета можно найти в Западных и Восточных Чумных землях.","","","","","","","","16712190"
"530","15","290","3149","528","128","0","0","0","0","3100","-42000","500","4000","273","6","17","17","67","1","0.25","7","5","Darkspear Trolls","검은창 트롤","Trolls Sombrelance","Dunkelspeertrolle","暗矛巨魔","","Trols Lanza Negra","Trols Lanza Negra","Тролли Черного Копья","","","","","","","","16712190","This tribe of exiled trolls has joined forces with Thrall and the Horde.  They now call Durotar their home, which they share with their orc allies.","트롤 사회에서 추방당한 검은창 부족은 스랄과 손을 잡고 호드 진영과 힘을 합치게 됩니다. 이제 그들은 동맹인 오크들과 함께 듀로타에 터전을 마련하여 생활하고 있습니다.","Cette tribu de trolls exilés a joint ses forces à celles de Thrall et de la Horde. Ils partagent désormais Durotar avec leurs alliés orcs.","Dieser Stamm von verbannten Tr","一群被放逐的巨魔，加入了萨尔领导下的部落。他们现在将杜隆塔尔","","Esta tribu de trols exiliados ha unido fuerzas con Thrall y la Horda. Ahora conviven con los orcos en las tierras de Durotar.","Esta tribu de trols exiliados ha unido fuerzas con Thrall y la Horda. Ahora conviven con los orcos en las tierras de Durotar.","Тролли-изгнанники, примкнувшие к Траллу и вставшие на сторону Орды. Сейчас они считают своим домом Дуротар.","","","","","","","","16712190"
"531","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Dragonflight, Bronze","용군단 - 청동용군단","Vol de bronze","Drachenschwarm, Bron","青铜龙军团","","Vuelo, Bronce","Vuelo, Bronce","Бронзовые драконы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"532","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Dragonflight, Blue","용군단 - 푸른용군단","Vol bleu","Drachenschwarm, Blau","蓝龙军团","","Vuelo, Azul","Vuelo, Azul","Синие драконы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"549","24","1791","0","0","0","0","0","0","0","2999","0","0","0","4","0","0","0","0","1","1","5","5"," Leatherworking - Tribal","가죽세공 - 부족전통"," Travail du cuir - Tribal"," Lederverarbeitung -"," Leatherworking - Tr",""," Peletería: tribal"," Peletería: tribal","Кожевничество: традиции предков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"550","26","1791","0","0","0","0","0","0","0","2999","0","0","0","4","0","0","0","0","1","1","5","5"," Engineering - Goblin","기계공학 - 고블린"," Ingénieur - Gobelin"," Ingenieurskunst - G"," Engineering - Gobli",""," Ingeniería: goblin"," Ingeniería: goblin","Инженерное дело: школа гоблинов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"551","25","1791","0","0","0","0","0","0","0","2999","0","0","0","4","0","0","0","0","1","1","5","5"," Engineering - Gnome","기계공학 - 노움"," Ingénieur - Gnome"," Ingenieurskunst - G"," Engineering - Gnome",""," Ingeniería: gnoma"," Ingeniería: gnoma","Инженерное дело: школа гномов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"569","33","1791","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","1","5","5"," Blacksmithing - Hammersmithing","대장기술 - 망치 제작"," Forge - Fabricant de marteaux"," Schmiedekunst - Ham"," Blacksmithing - Ham",""," Herrería: martillos"," Herrería: martillos","Кузнечное дело: ковка молотов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"570","31","1791","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","1","5","5"," Blacksmithing - Axesmithing","대장기술 - 도끼 제작"," Forge - Fabricant de haches"," Schmiedekunst - Axt"," Blacksmithing - Axe",""," Herrería: hachas"," Herrería: hachas","Кузнечное дело: ковка топоров","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"571","32","1791","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","1","5","5"," Blacksmithing - Swordsmithing","대장기술 - 검 제작"," Forge - Fabricant d'épées"," Schmiedekunst - Sch"," Blacksmithing - Swo",""," Herrería: espadas"," Herrería: espadas","Кузнечное дело: ковка мечей","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"572","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Troll, Vilebranch","트롤 - 썩은가지부족","Troll, Vilebranche","Troll, Blutfratzen","邪枝巨魔","","Trol, Vilrama","Trol, Vilrama","Тролль: Порочная Ветвь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"573","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Southsea Freebooters","남쪽바다 해적단","Flibustiers des mers du Sud","Südmeerfreibeuter","南海海盗","","Filibusteros de los Mares del Sur","Filibusteros de los Mares del Sur","Флибустьеры Южных морей","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"574","34","1791","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","1","5","5","Caer Darrow","카엘 다로우","Caer Darrow","Darrowehr","凯尔达隆","","Castel Darrow","Castel Darrow","Каэр Дарроу","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"575","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Furbolg, Uncorrupted","오염되지 않은 펄볼그","Furbolg, non corrompu","Furbolg, nicht verde","未堕落的熊怪","","Fúrbolg, incorrupto","Fúrbolg, incorrupto","Фурболг, Неиспорченный","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"576","35","1791","0","0","0","0","0","0","0","-3500","0","0","0","2","0","0","0","1118","0","0","5","5","Timbermaw Hold","나무구렁 요새","Les Grumegueules","Holzschlundfeste","木喉要塞","","Bastión Fauces de Madera","Bastión Fauces de Madera","Древобрюхи","","","","","","","","16712190","As the last uncorrupted furbolg tribe, the Timbermaw seek to preserve their spiritual ways and end the suffering of their brethren.","타락하지 않은 마지막 펄볼그 부족인 나무구렁부족은 동족의 고통을 끝내고 자신들의 주체성을 지킬 방법을 모색하고 있습니다.","Les Grumegueules sont la dernière tribu furbolg à échapper à la corruption. Ils cherchent à préserver leur spiritualité et à mettre un terme aux souffrances de leur peuple.","Als der letzte unverderbte Sta","作为最后一支尚未堕落的熊怪部族，木喉部族正致力于保留他们那种","","Como la última tribu fúrbolg sin corromper, los Fauces de Madera persiguen preservar sus tradiciones espirituales y acabar con el sufrimiento de sus congéneres.","Como la última tribu fúrbolg sin corromper, los Fauces de Madera persiguen preservar sus tradiciones espirituales y acabar con el sufrimiento de sus congéneres.","Древобрюхи – единственное племя фурболгов, сумевшее избежать Порчи. Представители этого племени хранят традиции своего народа и стремятся прекратить мучения своих братьев.","","","","","","","","16712190"
"577","28","1791","0","0","0","0","0","0","0","500","0","0","0","64","0","0","0","169","1","0.5","7","5","Everlook","눈망루 마을","Long-guet","Ewige Warte","永望镇","","Vista Eterna","Vista Eterna","Круговзор","","","","","","","","16712190","This trading post is run by the goblins of the Steamwheedle Cartel and it sits in the crossroads of Winterspring's main trade routes.","스팀휘들 무역회사의 고블린들이 무역 거점으로 운영 중인 이곳은 여명의 설원을 가로지르는 주 무역로가 교차되는 지점에 위치하고 있습니다.","Administré par les gobelins du cartel Gentepression, ce comptoir se trouve au croisement des routes commerciales du Berceau-de-l’hiver.","Dies ist ein von den Goblins d","热砂集团经营之下的一座贸易城市，坐落于冬泉谷的两条主要干道的","","Este enclave comercial, regentado por los goblins del Cártel Bonvapor, se sitúa en el cruce de las principales rutas comerciales de Cuna del Invierno.","Este enclave comercial, regentado por los goblins del Cártel Bonvapor, se sitúa en el cruce de las principales rutas comerciales de Cuna del Invierno.","Торговый пост картеля Хитрая Шестеренка, расположенный на перекрестке основных торговых путей Зимних Ключей.","","","","","","","","16712190"
"589","27","690","1101","0","0","0","0","0","0","-42000","0","0","0","6","0","0","0","0","1","1","5","5","Wintersaber Trainers","눈호랑이 조련사","Éleveurs de sabres-d'hiver","Wintersäblerausbilde","冬刃豹训练师","","Instructores de Sableinvernales","Instructores de Sableinvernales","Укротители ледопардов","","","","","","","","16712190","This small group of reclusive night elves raises and trains wintersabers in the Winterspring area.","이들은 은둔 중인 나이트 엘프들이며 여명의 설원에서 눈호랑이를 기르고 훈련시킵니다.","Ce petit groupe d’elfes de la nuit vit en reclus. Ses membres élèvent et dressent des sabres-d’hiver au Berceau-de-l’hiver.","Eine kleine Gruppe zurückgezog","这是一些专门在冬泉谷地区驯养冬泉霜刃豹的暗夜精灵。","","Este pequeño grupo de recluidos elfos de la noche cría y amaestra sableinvernales en el área de Cuna del invierno.","Este pequeño grupo de recluidos elfos de la noche cría y amaestra sableinvernales en el área de Cuna del invierno.","Малочисленное и замкнутое сообщество ночных эльфов, занимающихся разведением и дрессировкой ледопардов в Зимних Ключах.","","","","","","","","16712190"
"609","36","1791","40","0","0","511","1024","0","0","0","2000","0","0","0","0","0","0","1118","0","0","5","5","Cenarion Circle","세나리온 의회","Cercle cénarien","Zirkel des Cenarius","塞纳里奥议会","","Círculo Cenarion","Círculo Cenarion","Круг Кенария","","","","","","","","16712190","The druids of Cenarion Circle are guardians of nature and make their home in tranquil Moonglade.","세나리온 의회의 드루이드들은 자연의 수호자이며 평온한 달의 숲이 그들의 고향입니다.","Gardiens de la nature, les druides du Cercle cénarien ont établi leur demeure dans la paisible vallée de Reflet-de-Lune.","Die Druiden des Zirkels des Ce","塞纳里奥议会的德鲁伊是自然的守卫者，他们定居于宁静的月光林地","","Los druidas del Círculo Cenarion son guardianes de la Naturaleza y conviven en el calmo Claro de la Luna.","Los druidas del Círculo Cenarion son guardianes de la Naturaleza y conviven en el calmo Claro de la Luna.","Друиды Круга Кенария, стоящие на страже природы, избрали своим домом Лунную поляну.","","","","","","","","16712190"
"629","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Shatterspear Trolls","트롤 - 뾰족창부족","Trolls Briselance","Splitterspeertrolle","断矛巨魔","","Trols Rompelanzas","Trols Rompelanzas","Тролли из племени Пронзающего Копья","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"630","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Ravasaur Trainers","라바사우루스 조련사","Éleveurs de ravasaures","Ravasaurusausbilder","暴掠龙训练师","","Instructores de Ravasaurios","Instructores de Ravasaurios","Дрессировщики равазавров","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"649","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Majordomo Executus","청지기 이그젝큐투스","Chambellan Executus","Majordomus Exekutus","管理者埃克索图斯","","Mayordomo Executus","Mayordomo Executus","Мажордом Экзекутус","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"669","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Carrion Bird","야수 - 독수리","Bête - Charognard","Wildtier - Aasvogel","Beast - Carrion Bird","","Bestia: pájaro carroñero","Bestia: pájaro carroñero","Животное: падальщик","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"670","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Cat","야수 - 살쾡이","Bête - Chat","Wildtier - Katze","Beast - Cat","","Bestia: gato","Bestia: gato","Животное: кошка","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"671","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Crab","야수 - 게","Bête - Crabe","Wildtier - Krebs","Beast - Crab","","Bestia: cangrejo","Bestia: cangrejo","Животное: краб","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"672","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Crocilisk","야수 - 악어","Bête - Crocilisque","Wildtier - Krokilisk","Beast - Crocilisk","","Bestia: crocolisco","Bestia: crocolisco","Животное: кроколиск","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"673","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Hyena","야수 - 하이에나","Bête - Hyène","Wildtier - Hyäne","Beast - Hyena","","Bestia: hiena","Bestia: hiena","Животное: гиена","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"674","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Owl","야수 - 올빼미","Bête - Chouette","Wildtier - Eule","Beast - Owl","","Bestia: búho","Bestia: búho","Животное: сова","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"675","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Scorpid","야수 - 전갈","Bête - Scorpide","Wildtier - Skorpid","Beast - Scorpid","","Bestia: escórpido","Bestia: escórpido","Животное: скорпид","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"676","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Tallstrider","야수 - 타조","Bête - Haut-trotteur","Wildtier - Weitschre","Beast - Tallstrider","","Bestia: zancaalta","Bestia: zancaalta","Животное: долгоног","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"677","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Turtle","야수 - 거북","Bête - Tortue","Wildtier - Schildkrö","Beast - Turtle","","Bestia: tortuga","Bestia: tortuga","Животное: черепаха","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"678","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Beast - Wind Serpent","야수 - 천둥매","Bête - Serpent du vent","Wildtier - Windnatte","Beast - Wind Serpent","","Bestia: serpiente alada","Bestia: serpiente alada","Животное: крылатый змей","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"679","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Training Dummy","훈련용 허수아비","Mannequin d’entraînement","Trainingsattrappe","Training Dummy","","Muñeco de entrenamiento","Muñeco de entrenamiento","Тренировочный манекен","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"689","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Dragonflight, Black - Bait","용군단 - 검은용군단 (미끼)","Vol noir - Appât","Drachenschwarm, schw","Dragonflight, Black ","","Vuelo, Negro: cebo","Vuelo, Negro: cebo","Черные драконы: наживка","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"709","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Battleground Neutral","전장 중립","Neutres des Champs de bataille","Schlachtfeld, neutra","Battleground Neutral","","Neutral en campo de batalla","Neutral en campo de batalla","Поле боя: нейтральные","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"729","41","690","1101","0","0","0","0","0","0","0","-42000","0","0","16","2","0","0","892","0","0","5","5","Frostwolf Clan","서리늑대 부족","Clan Loup-de-givre","Frostwolfklan","霜狼氏族","","Clan Lobo Gélido","Clan Lobo Gélido","Клан Северного Волка","","","","","","","","16712190","The Frostwolf Clan seeks to drive out the dwarves of the Stormpike Expedition from Alterac Valley.","서리늑대 부족은 알터랙 계곡에서 스톰파이크 원정대의 드워프들을 몰아내고자 투쟁하고 있습니다.","Le clan Loup-de-givre cherche à chasser les nains de l’expédition Foudrepique de la vallée d’Alterac.","Der Frostwolfklan will die Zwe","霜狼氏族正在努力将雷矛探险队赶出奥特兰克山谷。","","El clan Lobo Gélido busca expulsar a los enanos de la Expedición Pico Tormenta del Valle de Alterac.","El clan Lobo Gélido busca expulsar a los enanos de la Expedición Pico Tormenta del Valle de Alterac.","Клан Северного Волка стремится изгнать Стражей Грозовой Вершины из Альтеракской долины.","","","","","","","","16712190"
"730","40","1101","690","0","0","0","0","0","0","0","-42000","0","0","16","2","0","0","891","0","0","5","5","Stormpike Guard","스톰파이크 경비대","Garde Foudrepique","Sturmlanzengarde","雷矛卫队","","Guardia Pico Tormenta","Guardia Pico Tormenta","Стража Грозовой Вершины","","","","","","","","16712190","The Stormpike Dwarves have set up residence in Alterac Valley, where they're locked in battle with the Frostwolf Orcs.","스톰파이크 드워프들은 오크 서리늑대 부족과 전투가 벌어지고 있는 알터랙 계곡에 거점을 마련하고 있습니다.","Les nains Foudrepique se sont établis dans la vallée d’Alterac, où ils affrontent sans cesse les orcs Loup-de-givre.","Die Zwerge des Sturmlanzenklan","一群在奥特兰克山谷建立了永久居所的矮人，正与霜狼氏族的兽人激","","Los enanos Pico Tormenta se han asentado en el Valle de Alterac, enzarzándose en batalla con los orcos Lobo Gélido.","Los enanos Pico Tormenta se han asentado en el Valle de Alterac, enzarzándose en batalla con los orcos Lobo Gélido.","Отряд дворфов Грозовой Вершины, вынужденный обосноваться в Альтеракской долине из-за орков клана Северного Волка.","","","","","","","","16712190"
"749","42","1791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1118","1","1","5","5","Hydraxian Waterlords","히드락시안 물의 군주","Les Hydraxiens","Hydraxianer","海达希亚水元素","","Srs. del Agua de Hydraxis","Srs. del Agua de Hydraxis","Гидраксианские Повелители Вод","","","","","","","","16712190","These elementals have made their home on the islands east of Azshara.  Sworn enemies of the armies of Ragnaros.","이 정령들은 아즈샤라 동부의 섬에 위치하고 있습니다. 라그나로스 군대와는 적대 관계입니다.","Ennemis jurés des armées de Ragnaros, ces élémentaires se sont installés dans les îles à l’est d’Azshara.","Diese Elementarwesen leben auf","这些元素生物定居于艾萨拉的东部的一座小岛上，是拉格纳罗斯及其","","Estos elementales han construido su hogar en las islas al este de Azshara. Son enemigos acérrimos de los ejércitos de Ragnaros.","Estos elementales han construido su hogar en las islas al este de Azshara. Son enemigos acérrimos de los ejércitos de Ragnaros.","Эти элементали воды обосновались на островах к востоку от Азшары. Заклятые враги Рагнароса.","","","","","","","","16712190"
"750","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Sulfuron Firelords","설퍼론 불의 군주","Seigneurs du feu de Sulfuron","Sulfuronfeuerlords","萨弗隆火元素","","Señores del Fuego de Sulfuron","Señores del Fuego de Sulfuron","Сульфуронские Повелители Огня","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"769","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Gizlock's Dummy","기즐록의 허수아비","Mannequin de Kadenaz","Gizlocks Attrappe","吉兹洛克的假人","","Muñeco de Gizlock","Muñeco de Gizlock","Манекен-мишень Гизлока","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"770","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Gizlock's Charm","기즐록의 부적","Amulette de Kadenaz","Gizlocks Glücksbring","Gizlock's Charm","","Talismán de Gizlock","Talismán de Gizlock","Оберег Гизлока","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"771","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Gizlock","기즐록","Kadenaz","Gizlock","吉兹洛克","","Gizlock","Gizlock","Гизлок","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"789","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Moro'gai","모로가이","Moro'gai","Moro'gai","莫洛加","","Moro'gan","Moro'gan","Моро'гай","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"790","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Spirit Guide - Alliance","영혼의 인도자 - 얼라이언스","Guide spirituel - Alliance","Geisterführer - Alli","Spirit Guide - Allia","","Guía espiritual: Alianza","Guía espiritual: Alianza","Хранитель душ Альянса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"809","44","1791","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","1118","0","0","5","5","Shen'dralar","셴드랄라","Shen'dralar","Shen'dralar","辛德拉","","Shen'dralar","Shen'dralar","Шен'дралар","","","","","","","","16712190","A remnant of the once powerful elves living in Dire Maul, yet still wise and knowledgeable about great secrets. ","한때 혈투의 전장에서 살던 강력한 엘프 가문입니다. 그들은 여전히 지혜로우며 위대한 비밀을 간직한 존재들입니다.","Ce qui reste des puissants elfes qui vivaient à Hache-tripes. Ils ont conservé leur sagesse, et connaissent maints secrets.","Ein Überbleibsel der mächtigen","一群居住在厄运之槌的精灵后裔，他们仍然具有着相当渊博的智慧与","","Lo que queda de los antaño poderosos elfos habitantes de La Masacre, todavía sabios y cultivados en grandes secretos.","Lo que queda de los antaño poderosos elfos habitantes de La Masacre, todavía sabios y cultivados en grandes secretos.","Последние эльфы Забытого Города утратили былое могущество, но все еще хранят знания о древних тайнах.","","","","","","","","16712190"
"829","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Ogre (Captain Kromcrush)","오우거 (대장 크롬크러쉬)","Ogre (capitaine Kromcrabouille)","Oger (Hauptmann Krom","Ogre (Captain Kromcr","","Ogro (capitán Kromcrush)","Ogro (capitán Kromcrush)","Огр: Капитан Давигром","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"849","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Spirit Guide - Horde","영혼의 인도자 - 호드","Guide spirituel - Horde","Geisterführer - Hord","Spirit Guide - Horde","","Guía espiritual: Horda","Guía espiritual: Horda","Хранитель душ Орды","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
